title,lyric,label
Happy!,Life is just a Bowl of Cherries /Sometimes It's afraid Filed with Worries /Don't be afraid /when Things Go Wrong Just be strong /when thing seems up in the Air /and every thing is so Unfair /and you stumble and fall /just pick yourself up and sing /If one day you lose your way /Just remember one thing My friend /when you're Under a cloud /just visit music and sing /if one day you lose your way /just remember that i'm here to stay /Don't you give up /Keep your chin up /And be happy /Life is just a Bowl of Cherries /Sometimes It's afraid Filed with Worries /Don't be afraid /when Things Go Wrong Just be strong /when thing seems up in the Air /and every thing is so Unfair /and you stumble and fall /just pick yourself up and sing /If one day you lose your way /Just remember one thing My friend /when you're Under a cloud/just visit music and sing /if one day you lose your way /Just remember one thing My friend /when you're Under a cloud /just visit music and dance/if one day you lose your way /just remember that i'm here to stay /Don't you give up Keep your chin up /Don't you give up Keep your chin up /keep your chin up and be happy /,happiness
샤랄라,나는 웃는 표정이 햇살보다 눈부셔/나는 우는 표정도 누구보다/눈물이 예쁘게 떨어질 것 같애/지나가는 사람들 다들 나만 쳐다봐/하지만 너에게만 이런 모습 보일래/넌 정말 행운을 가졌어/샤랄랄라라라 노래를 부르며/나의 이름을 꿈꿔 부르면/샤랄랄라라라 너만의 여자로/아름답게 너만 볼 거야//나는 웃는 표정이 햇살보다 눈부셔/나는 우는 표정도 누구보다/눈물이 예쁘게 떨어질 것 같애/샤랄랄라라라 노래를 부르며/나의 이름을 꿈꿔 부르면/샤랄랄라라라 너만의 여자로/아름답게 너 볼거야/샤랄랄라라라 노래를 부르며/나의 이름을 꿈꿔 부르면/샤랄랄라라라 너만의 여자로/아름답게 너만 볼거야/ /,happiness
넌 내꺼 넌 내 남자 (Feat. 파니니),넌내꺼 넌내남자 /난니꺼 넌내애인 /종일봐도 니생각만/자꾸나요 /두근두근 떨려요/내맘내맘아나요 /이런나랑 연애할래요 /그냥 보고있어도 좋아 /바보처럼 웃음만 나와 /아직도 믿어지지 않아 /니가 내 남자란게 /아직도 니가 내 남자라는게 /꿈인가 볼을 꼬집어봐 /놀라 나웃음이 /내남자라는게 맞나봐 /지금 내옆에 있는 니가/내애인이 맞나봐 /넌내꺼 넌내남자 /난니꺼 넌내애인 /종일봐도 니생각만/자꾸나요 /두근두근 떨려요/내맘내맘아나요 /이런나랑 연애할래요 /내가 왜이러는지 몰라 /니생각에 웃음만 나와 /아직도 믿어지지않아 /니가 내애인인게 /내 애인이라는거에/난 한번더 놀래 /꿈만같아 꿈에서 깨면/나 울어버릴래 /이런상상조차/너무 기뻐 행복해 /이 노래불러 너에게 바칠께 /넌내꺼 넌내남자 /난니꺼 넌내애인 /종일봐도 니생각만/자꾸나요 /두근두근 떨려요/내맘내맘아나요 /이런나랑 연애할래요 /밀고 당기는/사랑은 하지말아요 /모두 다 가져가요 /넌내꺼 넌내남자 /난니꺼 넌내애인 /종일봐도 니생각만/자꾸나요 /밀고당기는거/서로 피곤하잖아 /머리쓰는거/서로 피곤하잖아 /이젠 내 매력에/빠지게 될꺼야 /my love /,happiness
LOVE DAY,참 많이 궁금해/전부 다 궁금해/왜 잠이 안 오고 니 얼굴만 보여/나도 궁금해/이 맘이 궁금해/왜 너만 보면 웃음이 먼저 나와/친구들 모여서/니 말이 나오면/왜 내가 들떠서 더 듣고 싶은지/너만 있으면/난 딴 사람이 돼/또 뜬금없는/어색한 농담을 늘 해/사실 난 이 느낌이 이상해/구름 위가 있다면 여길까/혹시 그런걸까/너와 나 그런걸까/내 맘과 같다면/시작 돼 버린걸까/너를 많이 많이 좋아해/너를 나 사랑하게 됐나봐/똑같이 말하고 싶은데/내가 그래도 될까 좀더 기다려볼까/나도 많이 많이 좋아해/사실 난 이런 맘이 첨인데/더 기다려줄게/난 여기 있을게/우리는 이미 같은 맘인걸/내 뭐가 좋은지/난 그게 궁금해/언제부터 내가 니 맘에 살았니/나도 궁금해 yeah/니 맘이 궁금해 yeah/싫지 않은게 아니라 좋은거지/예쁜 여자들은 no/참 많고 많은데 no/넌 정말 나밖에 안 보이는건지/멋진 남자들 누구/니 곁에 많은데 어디/어떻게 니가 내게로 오는거니 Girl/사실 난 우릴 자꾸 상상해/이런 기분 어쩐지 수상해/같은 하늘 아래/같은 생각을 하고/똑같은 말 이제 해도 될 것 같은데/너를 많이 많이 좋아해/너를 나 사랑하게 됐나봐/똑같이 말하고 싶은데 /내가 그래도 될까 /좀더 기다려볼까/나도 많이 많이 좋아해/사실 난 이런 맘이 첨인데/더 기다려줄게/난 여기 있을게/우리는 이미 같은 맘인걸/누가 좋아해 더/내가 더/그런건 나 중요치 않은걸/나 손내밀면 /그 손 안 놀 자신있다면/영원히 그 손을 놓지 않을게/너를 너무 너무 좋아해/사실 난 이미 너를 사랑해/똑같이 말할 수 있는데/왜 난 떨리는건지/자꾸 망설이는지/아니 너를 너를 사랑해/이제는 내 맘 다 말해줄게/날 믿어주겠니 널 믿어볼게난/이 사랑안에서 니 사랑속에서/나란히 같이 걸어가자 둘이/,happiness
사탕 (Candy),Stuck on you 네 곁에 Yeah/Stuck on you 네 곁에 Yeah/Stuck on you 네 곁에 Yeah/바스락거린 속삭임/혀 끝에 맺힌 호기심/또 펼쳐 보잖아 궁금해지니까/투명한 네가 닿으면/시간이 멈춰 버리고/상쾌한 향기가 입 속에 퍼져가/너를 몰랐었다면/내가 어떻게 울적한/이 감정을 웃어 넘길까/정말 기뻐 이런 기쁨/너와 나눌 수 있어서/사라지지 마 항상 머물러/내 심술로 널 깨뜨려/화내고 보채도 없어질까 봐/종일 종일 조바심 내고/보석처럼 널 아끼는/그 사람 나란 걸/책상을 비춘 창가에 침대/머리맡 서랍에 내 주머니 속에/널 가득 채울래/달달한 너의 눈빛이/부드러운 너의 촉감이/날 바꿔주나 봐 놀라운 변화야/돌아서면 난 또 네 생각 뿐인데/내 손에 안 잡히면 나는 어떡해/이런 투정 허락해 준/오늘 하루도 Beautiful/세상에 나만 갖고 싶은 너/내 심술로 널 깨뜨려/화내고 보채도 없어질까 봐/종일 종일 조바심 내고/보석처럼 널 아끼는/그 사람 나란 걸/조금씩 닳아서 없어질까/긴 한숨 꺼내요/가슴이 뛸수록 더 얼마/못 가서 녹아 버릴 텐데 /거짓말처럼 늘 영원히/그대로 있어 줘 Woo 내 곁에/사라지지 마 항상 머물러/나의 미소가 너의 솜씬걸/사라지지 마 항상 머물러/내 심술로 널 깨뜨려/화내고 보채도 없어질까 봐/종일 종일 조바심 내고/보석처럼 널 아끼는/그 사람 나란 걸/Stuck on you 네 곁에 Yeah/Stuck on you 네 곁에 Yeah/보석처럼 널 아끼는/그 사람 나란 걸/Stuck on you 네 곁에 Yeah/Stuck on you 네 곁에 Yeah/Stuck on you 네 곁에 Yeah/,happiness
우리 그냥 사랑하게 해주세요,또 내가 뭘 내가 뭘 내가뭘 내가뭘 /내가 뭘 잘못했니 /툭하면 삐지고 삐져서 /지치고 지치는 내 맘을 알아줘 /있잖아 Baby 너 뿐인걸  /내 가슴 뛰게하는 한 사람  /알잖아 Baby 나도 오직 너 뿐인걸 /우리 그냥 사랑하게 해주세요 /둘이 싸우지않게 해주세요 /때론 의심하고 다투지만  /그래도 그래도 그래도 널 사랑해 /아직 어린 나지만 지만  /나를 믿어줄래  /언제까지 까지나 너만 사랑할래 /사랑하게 해주세요  /영원토록 나 약속할게  /잠깐이라도 연락이 안되면  /답답해 답답해 답답해 답답해  /왜 이래 왜 이래 /친구들 만나러 나가면 /불안해 불안해 불안해 불안해  /왜 불안해 해 /있잖아 Baby Don't be afraid /니가 씌운 콩깍지때문에  /알잖아 Baby 너 밖에 모르는 걸 /나 난 너뿐야 /우리 그냥 사랑하게 해주세요 /둘이 싸우지않게 해주세요 /때론 의심하고 다투지만  /그래도 그래도 그래도 널 사랑해 /아직 어린 나지만 지만  /나를 믿어줄래 언제까지 까지나 /너만 사랑할래 사랑하게 해주세요  /영원토록 나 약속할게  /우린 항상 니가 더 잘해  /아니 니가 더 잘해  /항상 이렇게 싸우고 늘 화내며 말해 /다시 니가 나쁜짓 또 내가 더 나쁜짓  /따지지말고 제발 우리 Yeah /우리 그냥 사랑하게 해주세요  /둘이 싸우지 않게 해주세요 /때론 의심하고 다투지만  /그래도 그래도 그래도 널 사랑해 /아직 어린 나지만 지만 /나를 믿어줄래 /언제까지 까지나 너만 사랑할래/사랑하게 해주세요/영원토록 나 약속할게 /우리 그냥 사랑하게 해주세요 /둘이 싸우지않게 해주세요/때론 의심하고 다투지만 /그래도 그래도 그래도 널 사랑해/,happiness
찌릿찌릿,찌릿 찌릿 찌릿 손끝에 /찌릿 찌릿 찌릿 코끝에 /찌릿 찌릿 찌릿 내 맘이 흔들려  /찌릿 찌릿 찌릿 다가왔다 /찌릿 찌릿 찌릿 또 멀어져  /찌릿 찌릿 찌릿 너와 나 사이 /안절부절 못해 니가 걸어올 때면 /무슨 말 해야 할지 몰라 /설렘인 듯 긴장인 듯 떨려오는 마음 /어떡해 널 좋아하나봐 /우연히 손이 맞닿을 때 /무심한 듯 툭 뱉은 말에  /심장이 떨리고 코끝이 막 시큰해 /나 대체 왜 이러는 걸까 /두근두근 설레 너를 떠올릴 때면 /나 이런 적 없었단 말이야 /친구로 편하게 생각했었던 네가 /언제부턴가 신경 쓰여 /찌릿 찌릿 찌릿 손끝에 /찌릿 찌릿 찌릿 코끝에 /찌릿 찌릿 찌릿 내 맘이 흔들려  /찌릿 찌릿 찌릿 다가왔다 /찌릿 찌릿 찌릿 또 멀어져  /찌릿 찌릿 찌릿 너와 나 사이 /찌릿 찌릿 찌릿 손끝에 /찌릿 찌릿 찌릿 코끝에 /찌릿 찌릿 찌릿 내 맘이 흔들려  /찌릿 찌릿 찌릿 다가왔다 /찌릿 찌릿 찌릿 또 멀어져  /찌릿 찌릿 찌릿 너와 나 사이 /,happiness
별도 달도 (Feat. Aries),이 별도 저 달도 다 따다줄게/아 이별이란 말은 꼭 숨겨둘게/두손 딱 모으고 저 하늘에다 빌게/이 여자가 마지막 내 여자라고/나 진짜 All In 모든걸 다걸었어/잠깐 Stopping 제발 말로하자 /어제일은 내가 설명할게/다신 이런 일 없겠다고 /도장 싸인 서명할게/오랜만에 친구들 만나 한잔했어/내가 잠깐 미쳤었지/날 책임진다던 친구말 믿었었지/핑계로 들리겠지만/어쨌든 미안해/그래도 널 향한 사랑 어디 안가지/내가 너에게/해주고 싶은 말 한가지/오늘 날씨 끝내준다/일 끝나고 데리러 갈게/사랑해 Ma Baby /별을 따다 준다지/왜 달도 따다 준다지/니 입에 발린 어설픈 소리/별도 없어도 돼/난 달도 없어도 돼/이렇게 너만 있으면 OK/누가 내 맘 알겠니/니 손 잡고 있는 지금/나는 행복해/나만 보고싶어 또 나만 안고싶어/내 맘 다 줄래 Love you/졸린 눈꺼플 반에 반쯤 뜬채로/놀라서 핸드폰을 뒤져/Oh 큰일났네 친구들 전화 세통/나머지 전부 니 부재중 스물넷통/지금 시간 오후 네시반/이순간 숙취보다/힘든 고통의 시작/이런 상황에서는 당황하지 말고/침착하게 니 옆으로 걸어가 Smile/왜 또 또 무슨 말을 하려고 또/폼 잡았니/미안해 말보다 일단 무릎 꿇을게/입이 열개 라도 할말이 없지/근데 그거 다 알아/싫은 티 내면서도/속으로는 엄청 날 사랑한다는 거/별을 따다 준다지/왜 달도 따다 준다지/니 입에 발린 어설픈 소리/별도 없어도 돼/난 달도 없어도 돼/이렇게 너만 있으면 OK/누가 내 맘 알겠니/니 손 잡고 있는 지금/나는 행복해/나만 보고싶어/또 나만 안고싶어/내 맘 다 줄래 Love you/저 별도 따다줄게/저기 저 달도 다 따다줄게/니가 갖고 싶은 것 원하는 모든걸/전부 다 니 앞에 갖다 줄게/저 별도 따다줄게/저기 저 달도 다 따다줄게/니가 갖고 싶은 것 원하는 모든걸/전부 다 니 앞에 갖다 줄게/별을 따다 준다지/왜 달도 따다 준다지/니 입에 발린 어설픈 소리/별도 없어도 돼/난 달도 없어도 돼/이렇게 너만 있으면 OK/누가 내 맘 알겠니/니 손 잡고 있는 지금/나는 행복해/나만 보고싶어/또 나만 안고싶어/내 맘 다 줄래 Love you/,happiness
너는 초콜렛 (Feat. Soulrain),"너는 초콜렛  /나를 바라만 보고 있는  /넌 정말 달콤해 /작은 손짓에도 몸짓에도 너무 짜릿해 /너는 초콜렛 너의 향기는  /언제나 너무나 달콤해 /무슨 샴푸를 썻는지  /너무 궁금해 너무 향긋해 /작은 까페에 앉아 /너와 보내는 오후엔 /날 쳐다보는 눈빛 너무 뜨거워  /온몸이 떨려 /난 너를 너무 사랑해 /I love so much I love so much /나를 깨우듯 심장이 울려  /오늘처럼 사랑해줘 /I love so much I love so much /춤을 추는 듯 너무 행복해  /너와 나 지금처럼만 사랑해 /너는 초콜렛  /생크림처럼 하얀 너의  /피부가 좋아 /화장 안 한 너의 얼굴까지  /너무나 좋아 /너는 초콜렛  /혀끝까지 짜릿하게  /너무나 달콤해 /화를 내거나 투정 부려도  /그것도 좋아 /마주보고만 있어도  /기분은 날아갈듯해 /좀 더 다가와 내게 너무 설레여  /기분이 좋아 /난 너를 너무 사랑해 /I love so much I love so much /나를 깨우듯 심장이 울려  /오늘처럼 사랑해줘 /I love so much I love so much /춤을 추는 듯 너무 행복해  /너와 나 지금처럼만 사랑해 /네가 외로울 때면  /매번 나를 찾아줘 /너와 함께 할 수만 있다면 /혹시 울거나 슬프거나  /우울하지 않도록 /난 너 하나만 바라 볼꺼야  /이 세상 끝날 때까지 /I love so much I love so much /매일 사랑해 너만 사랑해  /머리에서 발끝까지 /I love so much I love so much /어제처럼만 우리 사랑해  /언제나 지금처럼만 /사랑해 /사랑해 너만 사랑해  /사랑해 너만 사랑해  /사랑해  /It's only you, girl/",happiness
Peek-A-Boo,달콤하게 날아와 /살콤하게 안겨볼래 /지금처럼 이렇게 /행복하게 웃어줄래 /Oh Babe /한 여름 밤의 꿈처럼 /사라지면 어떡해 Babe /놓치지 않을래 /두 손 꼭 잡을래 /걱정하지마 No more/단둘이 Flyin' /귓가엔 Just groovin' /Say I'm loving You /Hey Hey/내겐 Only you /Hey Hey /내 맘의 Movin' /절대로 Can't stop me/I belong to you /약속해줄래 Babe/너 나랑 놀아볼래 /Peek A Boo Boo Boo /세상 아무도 몰래 /Peek A Boo Boo Boo/살짝 입 맞춰볼래 /Chu Woo Woo Woo /여기 새빨간 볼에 /Chu Woo Woo Woo/끝까지 함께 할게 /Peek A Boo Boo Boo /평생을 오래오래 /Peek A Boo Boo Boo/너도 약속 해 줄래 /Chu Woo Woo Woo /자 새끼 손가락에 /Chu Woo Woo Woo /아슬하게 다가와 /살며시 속삭여줄래 /처음처럼 그렇게 /행복하게 웃어줄래 /Oh Babe/영화 속 주인공처럼 /사라지면 어떡해 Babe /놓치지 않을래 /너만 바라볼래 /걱정하지마 No more/단둘이 Flyin' /귓가엔 Just groovin' /Say I'm loving you /Hey Hey/내겐 Only you /Hey Hey /내 맘의 Movin' /절대로 Can't stop me/I belong to you /약속해줄래 Babe/너 나랑 놀아볼래 /Peek A Boo Boo Boo /세상 아무도 몰래 /Peek A Boo Boo Boo/살짝 입 맞춰 볼래 /Chu Woo Woo Woo /여기 새빨간 볼에 /Chu Woo Woo Woo/끝까지 함께 할게 /Peek A Boo Boo Boo /평생을 오래오래 /Peek A Boo Boo Boo/너도 약속해줄래 /Chu Woo Woo Woo /자 새끼 손가락에 /Chu Woo Woo Woo /왜 자꾸 나 이럴까 /어디서부터 잘못된 건지 /알 수 있을까 What you got /뭔지 몰라도 보여줘 봐/너와 난 절친 아냐 /그 이상 맞지 절대로 /Never let you go/너 나랑 놀아볼래 /Peek A Boo Boo Boo /세상 아무도 몰래 /Peek A Boo Boo Boo/살짝 입 맞춰볼래 /Chu Woo Woo Woo /여기 새빨간 볼에 /Chu Woo Woo Woo/끝까지 함께할게 /Peek A Boo Boo Boo /평생을 오래오래 /Peek A Boo Boo Boo/너도 약속해줄래 /Chu Woo Woo Woo /자 새끼 손가락에 /Chu Woo Woo Woo /Peek A Boo/,happiness
Oh Boy,Oh Boy Oh Boy Oh Boy Oh Boy/Oh Boy 날 비춘 햇빛/Oh Boy 모두 네 눈빛/Oh Boy 넌 너무 눈이 부셔 Hey/Oh Boy 귓가에 살며시/Oh Boy 달콤한 목소리/Oh Boy 잠든 날 깨워준 너 Eh/배운 적 없었던 말로 입을 열고/오직 널 담으려 감은 눈을 뜨고/나조차 정말 몰랐던 날 발견한 걸/Yeah/꿈에 그려온 환상 속 그가 날 찾아와/찾아와 찾아와/또 말없이 다가와 숨 멎는 미소만/넌 내게 깜짝 난 눈만 깜박/입술 닿을 듯 시간이 멈춘 순간/내 안으로 새로운 계절이 불어와/Oh Boy Oh Boy Oh Boy Oh Boy/Oh Boy 숨겨진 나를 깨워줄래/Oh Boy 눈부신 네게 눈을 뜰 때/Oh Boy 어제완 다른 세상이 돼/Oh Boy/Oh Boy 마치 퍼즐처럼/Oh Boy 한 조각이 없던/Oh Boy 날 완벽히 맞춘 너야/익숙한 세상이 왠지 특별하게/네가 날 불러서 전부 아름답게/놀라운 이런 감정은 난 처음인데 /Yeah/꿈에 그려온 환상 속 그가 날 찾아와/찾아와 찾아와/또 말없이 다가와 숨 멎는 미소만/넌 내게 깜짝 난 눈만 깜박/입술 닿을 듯 시간이 멈춘 순간/내 안으로 새로운 계절이 불어와/Oh Boy 숨겨진 나를 깨워줄래/Oh Boy 눈부신 네게 눈을 뜰 때/Oh Boy 어제완 다른 세상이 돼/Oh Boy/Oh 운명은 살짝 부족해/이건 기적인 걸/꿈보다 멋진 현실 앞에 Yeah/더 이상 잠들지 못해/처음 깨어난 이 맘을/말로는 표현 못해/나만을 봐줘 나의 그대/작은 속삭임 하나에 긴 꿈을 벗어나/벗어나 벗어나/넌 지긋한 눈빛과 따뜻한 미소만/참 낯선 향기 또 네 목소리/날 바라보는 네 눈을 바라본 나/왜 이름도 몰랐던 꽃으로 피어나/Oh Boy 숨겨진 나를 깨워줄래/Oh Boy 눈부신 네게 눈을 뜰 때/Oh Boy 어제완 다른 세상이 돼/Oh Boy/Oh Boy/,happiness
만화처럼 (Like Romance Comics),만화처럼 뿅 나타났음 좋겠다  /하늘서 똑 떨어졌음 좋겠다  /니껀내꺼 내꺼니꺼하며 /옹기종기 앉아  /손잡고 꽁기꽁기 하고 싶다  /깍지 끼고 손가락 똑딱거리면서  /날 안아줄 너 /U r so lovely lovely lovely  /But I'm so lonely lonely lonely baby  /피곤해죽겠는데 잠못드는 밤에  /마침 잘됐다 싶어 /돌린 미뤄 둔 빨래  /쓸쓸함을 피해 /방바닥 짝 달라붙어  /이불로 쏙 숨었는데 바닥이 차네  /텅 빈 방 세탁긴 윙윙거리고  /머릿속 고민은 천장에 빙빙 도네  /오래 전 끝난 연애 /얼굴을 떠올렸는데  /이제는 생각 안 나 /이마가 예뻤는데  /사랑은 항상 내 지난  /스무 살의 허름한 자취방 /냉장고 같았네  /들여다보면 춥고 텅 볐지  /부족한 주머니론 /채워줄 수 없었지  /청승 좀 떨었더니 허기져  /라면을 뜯었는데 다시마가 두 개  /그냥 집어 던졌네 시발 /다시마도 짝이 있는데  /니들 그래 봐야 인스턴트지 /근데 이젠 나도 좀  /만화처럼 뿅 나타났음 좋겠다  /하늘서 똑 떨어졌음 좋겠다  /니껀내꺼 내꺼니꺼하며 /옹기종기 앉아  /손잡고 꽁기꽁기 하고 싶다  /깍지 끼고 손가락 똑딱거리면서  /날 안아줄 너 /U r so lovely lovely lovely  /But I'm so lonely lonely lonely baby  /두 얼굴이야 손바닥으로 /가리면 그만인데  /보고 싶은 마음/저기 큰 호수 같으니/눈감을 수 밖에 /지금 밖에는 비 죽죽 내리는데 /훅훅 뚫린 가슴 짜증나네 추하게 /시멘트로 툭툭 발라버린 벽같애 /굳게 닫혀버린 듯해 /춥네 여긴 지금 한밤중의 사막야 /반박 느린 내 사랑은/싱크 엇나간 자막이야 /서울살이는 조금은 외로워서 /이젠 연애 좀 해봤음 좋겠어 하지만 /서울 사는 우린 조금 서툴러서 /어디까지 다가가야 할질 몰라 /안아주고 싶어/두 팔로 꽉 끌어안고 /나도 너와 같다고 말해주고 싶어 /잘 지내니 어디 아픈 데는 없니 /근데 우린 대체 언제 만나니 /만화처럼 뿅 나타났음 좋겠다 /하늘서 똑 떨어졌음 좋겠다 /니껀내꺼 내꺼니꺼하며/옹기종기 앉아 /손잡고 꽁기꽁기 하고 싶다 /깍지 끼고 손가락 똑딱거리면서 /날 안아줄 너/U r so lovely lovely lovely /But I'm so lonely lonely lonely baby /삼청동 같이 걷고 싶다 /바다 보러 같이 가고 싶다 /머리 쓰담 해주고 싶다 /나타나줘 내게 만화처럼 /집 데려다 주고 싶다 /라면 땡긴다고 하고 싶다 /막차 끊겼다고 하고 싶다 /마치 그런 연애 만화처럼/,happiness
행복해 (Feat. 타루),행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/우리 둘 반겨준다 햇살도/적당히 그늘준다 나무도/인생은 너무나 아름다워/우린 행복해/우리 둘 손잡고 걸어간다/랄랄라 노래하며 발 맞춘다/아무런 걱정도 없는걸요/우린 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/오늘 따라 커피도 맛있다/와플과의 조합이 절묘하다/우리처럼 얘네도 잘맞다/따라쟁이 찌찌뽕/요요요요 요요요요/그런 눈 으로 보지마세요/부러우면 지는거니까요/그 누가 뭐래도 우린 행복해/우린 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/이렇게 폴짝 뛰기만 해도/우린 행복해/이렇게 살짝 까불기만 해도/우린 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 난 행복해요/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 행복 행복해/행복해 난 행복해요/행복해 행복 행복해/둘만 있으면 난 행복해요/누가 뭐래도 난 행복해요/둘만 있으면 난 행복해요/행복해 행복 행복해/,happiness
딱 좋아,Hey gorgeous  /비싼 척 그만 하고 이제  /나를 봐줘  /Hey lady lady 나를 봐줘 honey  /My precious  /너무 눈부셔서 어딜가도 보여  /Hey lady lady 갖고 싶어 honey  /우리 전에 어디서 본 것 같아  /단 둘이서  /잠깐만 baby 말하고 있다구요  /듣는 척이라도 해요  /그렇게도 바빠요 아님 멘트가  /뻔한가요  /말해줘 baby  /3분만 빌려줘요 당신의 마음을  /훔쳐갈게  /아무리 날 밀어내도 너가 딱 좋아 /날 끝까지 막아서도 너가 딱 좋아 /이젠 나를 받아줘 girl  /실루엣은 slim fit  /하늘 하늘 머리핀 n Skinny jean  /보통 여자와는 다른 attitude  /너무 착한 말투마저도  /완벽해 나의 이상형  /미운 구석이 하나도 없어  /이름은 뭔가요 나이는  /어떻게 되나요  /배고프나요  /말 만해요 내가 살께요  /앞장서 앞장서  /사는 곳은 어디죠 번호를  /물어봐도 되나요 집에는  /언제가요  /GD가 집에 가지 말래요  /집에 가지마 baby  /너같이 예쁜 여자는 nobody but  /you make me feel so high  /너같이 예쁜 여자는 nobody but  /you make me feel so fly  /이제 마음을 열어줘 /아무리 날 밀어내도 너가 딱 좋아 /날 끝까지 막아서도 너가 딱 좋아 /이젠 나를 받아줘 girl  /아무리 날 밀어내도 너가 딱 좋아 /날 끝까지 막아서도 너가 딱 좋아 /이젠 나를 받아줘 girl /,happiness
사랑이야 (송창식),당신은 누구시길래 이렇게/내 마음 깊은 거기에 찾아와/어느새 촛불하나 이렇게 /밝혀 놓으셨나요/어느 별 어느 하늘이 이렇게/당신이 피워 놓으신 불처럼/밤이면 밤마다 이렇게 /타오를 수 있나요/언젠가 어느 곳에 선가/한번은 본 듯한 얼굴/가슴속에 항상 혼자 /그려보던 그 모습/단 한번 눈길에 부서진 내 영혼/사랑이야 사랑이야 음/당신은 누구시길래 이렇게/내 마음 깊은 거기에 찾아와/어느새 시냇물 하나/이렇게 흘려 놓으셨나요/어느 빛 어느 바람이 이렇게/당신이 흘려 넣으신 물처럼/조용히 속삭이듯/이렇게 영원할 수 있나요/언젠가 어느 곳에 선가/한 번은 올 것 같던 순간/가슴속에 항상 혼자 예감하던 그 순간/단 한번 미소에 터져 버린 내 영혼/사랑이야 사랑이야 /언젠가 어느 곳에 선가/한 번은 올 것 같던 순간/가슴속에 항상 혼자 예감하던 그 순간/단 한번 미소에 터져 버린 내 영혼/사랑이야 사랑이야 음/,happiness
달콤해,보고 싶다는 그 한 마디를 /할 수 있는 오늘이 행복해 /사랑한다는 그 한 마디를 /듣고 싶은 내 마음 알겠니 /그 언젠가 들어왔던 /이 달콤한 설레임을 함께 해줄래 /라라라라라라 /널 위해 부르는 love song /my love song /라라라라라라 /널 위해 흐르는 love song /in my heart /때론 외로워 울고픈 날에도 /네가 내 곁에 있단 것만으로 /달콤한 거야 /내 손을 잡는 네가 있다면 /이 세상은 언제나 shiny day /날 지켜주는 네가 없다면 /이 세상은 언제나 gloomy day /설레이는 이 마음을 /또 그리운 내 마음을 함께 해줄래 /라라라라라라 /널 위해 부르는 love song /my love song /라라라라라라 /널 위해 흐르는 love song /in my heart /때론 외로워 울고픈 날에도 /네가 내 곁에 있단 것만으로 /달콤한 거야 달콤한 거야 /my love love song/my love love song/,happiness
솜과 사탕,한없이 부드럽기만한 너에게 /혹시 조금은 내가 딱딱한 걸까 /우린 충분히 달콤하지만 /네가 혹시나 거센 바람결에 /날아가버리진 않을까 /우린 충분히 달콤하지만 /뭉게뭉게 피어오르는 /구름같은 너를 보며 /달콤달콤 녹아버린 난 /너에게 향한 나의 추파 /따스해서 기분좋은 날 /우리 함께 무엇이 되면 /사랑하는 모든 사람들에게 /똑같은 마음 전할 수 있을까 /너 에 게 /솜 사 탕 /나 에 게 /솜 사 탕 /한없이 너그럽기만한 너에게 /혹시 조금은 내가 빡빡한 걸까 /그래도 우리 /뭉게뭉게 피어오르는 /구름같은 너를 보며 /달콤달콤 녹아버린 난 /너에게 향한 나의 추파 /따스해서 기분좋은 날 /우리 함께 무엇이 되면 /사랑하는 모든 사람들에게 /똑같은 마음 전할 수 있을까 /뭉게뭉게 피어오르는/구름같은 너를 보며/달콤달콤 녹아버린 난/너에게 향한 나의 추파/따스해서 기분좋은 날/우리 함께 무엇이 되면/사랑하는 모든 사람들에게/똑같은 마음 전할 수 있을까/너 에 게/솜 사 탕/나 에 게/솜 사 탕/우 리 는/솜 사 탕/솜 사 탕/솜 사 탕/,happiness
